EMPLOYER_NORM,TICKER,EXCHANGE,LISTED_NAME,MATCH_TYPE,MATCH_SCORE,TOTAL_PETITIONS
WINSUPPLY INC.,,,,not_found,0.0,28
"WESTROCK SERVICES, INC.",,,,not_found,0.0,28
"WENATCHEE VALLEY MEDICAL GROUP, PS",,,,not_found,0.0,28
"WAVE ERA, INC.",,,,not_found,0.0,28
WASHBURN UNIVERSITY,,,,not_found,0.0,28
"VWR INTERNATIONAL, LLC",,,,not_found,0.0,28
"VTEKH, INC.",,,,not_found,0.0,28
STATE UNIVERSITY OF NEW YORK,nan,nan,nan,not_traded,0.0,28
"VELCRO USA, INC.",,,,not_found,0.0,28
"SILICON LABORATORIES, INC.",SLAB,NASDAQ,"Silicon Laboratories, Inc.",listing,100.0,28
"SENSEONICS, INCORPORATED",SENS,NASDAQ,"Senseonics Holdings, Inc.",listing,100.0,28
APPLE TREE DENTAL,AAPL,NASDAQ,Apple Inc.,listing,100.0,28
BRIDGEWATER STATE UNIVERSITY,nan,nan,nan,not_traded,0.0,28
CERUS CORPORATION,CERS,NASDAQ,Cerus Corporation,listing,100.0,28
CHILDREN'S HOSPITAL OF ORANGE COUNTY,nan,nan,nan,not_traded,0.0,28
CONSULTADD INCORPORATION,nan,nan,nan,not_traded,0.0,28
DAKOTA STATE UNIVERSITY,nan,nan,nan,not_traded,0.0,28
"DUKE UNIVERSITY, DUKE VISA SERVICES",nan,nan,nan,not_traded,0.0,28
"EMBLEMATIC TECH SOLUTIONS, LLC",KMRK,NASDAQ,K-Tech Solutions Company Limite,listing,93.0,28
"FOX FACTORY, INC.",FOX,NASDAQ,Fox Corporation,listing,100.0,28
GENSYS CORP,GNSS,NASDAQ,Genasys Inc.,listing,92.0,28
GOLUB CAPITAL LLC,GBDC,NASDAQ,"Golub Capital BDC, Inc.",listing,100.0,28
GROCERY OUTLET INC,GO,NASDAQ,Grocery Outlet Holding Corp.,listing,100.0,28
"HCL GLOBAL SYSTEMS, INC.",nan,nan,nan,not_traded,0.0,28
INNOVATIVE IT SOLUTIONS INC.,ISSC,NASDAQ,Innovative Solutions and Suppor,listing,93.0,28
KIMBERLY-CLARK CORPORATION,KMB,NASDAQ,Kimberly-Clark Corporation,listing,100.0,28
ALBANY STATE UNIVERSITY,nan,nan,nan,not_traded,0.0,28
"CAREDX, INC",CDNA,NASDAQ,"CareDx, Inc.",listing,100.0,28
"PAYCHEX NORTH AMERICA, INC.",PAYX,NASDAQ,"Paychex, Inc.",listing,100.0,28
POWER INTEGRATIONS INC.,POWI,NASDAQ,"Power Integrations, Inc.",listing,100.0,28
NEWELL BRANDS INC.,NWL,NASDAQ,Newell Brands Inc.,listing,100.0,28
MISSOURI SOUTHERN STATE UNIVERSITY,nan,nan,nan,not_traded,0.0,28
"SAMSUNG AUSTIN SEMICONDUCTOR,LLC",nan,nan,nan,not_traded,0.0,28
S&S TECH SOLUTIONS LLC.,KMRK,NASDAQ,K-Tech Solutions Company Limite,listing,93.0,28
"NGM BIOPHARMACEUTICALS, INC.",,,,not_found,0.0,27
OVE ARUP & PARTNERS PC,,,,not_found,0.0,27
NEW MEXICO MILITARY INSTITUTE,,,,not_found,0.0,27
NEXGEN IT SOURCING LLC,,,,not_found,0.0,27
PATHWAY VET ALLIANCE LLC,,,,not_found,0.0,27
PARAMOUNT PICTURES CORPORATION,,,,not_found,0.0,27
"PANTHEON SYSTEMS, INC.",,,,not_found,0.0,27
"PAGE SOUTHERLAND PAGE, INC.",,,,not_found,0.0,27
NEXT TRUCKING INC.,,,,not_found,0.0,27
PACIFICSOURCE,,,,not_found,0.0,27
"OXFORD ECONOMICS USA, INC.",,,,not_found,0.0,27
"ORPINE, INC",,,,not_found,0.0,27
"NIMBL WORLDWIDE, INC.",,,,not_found,0.0,27
ORCHESTRA TECHNOLOGY INC.,,,,not_found,0.0,27
"ORBIT SYSTEMS, INC.",,,,not_found,0.0,27
"NGC TRANSMISSION EQUIPMENT (AMERICA), INC.",,,,not_found,0.0,27
"OLAM AMERICAS, LLC",,,,not_found,0.0,27
"ODIN PHARMACEUTICALS, LLC",,,,not_found,0.0,27
OCEANEERING INTERNATIONAL INC.,,,,not_found,0.0,27
"OBSERVE, INC.",,,,not_found,0.0,27
NORTECH NORTH AMERICA INC,,,,not_found,0.0,27
NOLAN TRANSPORTATION GROUP,,,,not_found,0.0,27
OMNI HEALTH SERVICES INC.,,,,not_found,0.0,27
R1 RCM HOLDCO INC.,,,,not_found,0.0,27
"QUICKEN LOANS, INC.",RKT,NYSE,"Rocket Companies, Inc.",manual,100.0,27
"RIZONTEK, INC.",,,,not_found,0.0,27
PROGRESS RAIL SERVICES CORPORATION,,,,not_found,0.0,27
"PROCAL TECHNOLOGIES, INC",,,,not_found,0.0,27
"PRIMER TECHNOLOGIES, INC.",,,,not_found,0.0,27
R1 RCM INC. F/K/A ACCRETIVE HEALTH INC.,,,,not_found,0.0,27
"PMR ILLINOIS HOLDING, LLC",,,,not_found,0.0,27
PINNACLE INFOTECH INC.,,,,not_found,0.0,27
"PINION SERVICES, INC.",,,,not_found,0.0,27
PHD MEDIA LLC,,,,not_found,0.0,27
PHASORSOFT GROUP LLC,,,,not_found,0.0,27
PERSIS CONSULTING CO,,,,not_found,0.0,27
"PERPLEXITY AI, INC.",,,,not_found,0.0,27
"PEPSI-COLA TECHNICAL OPERATIONS, INC.",,,,not_found,0.0,27
"PCC TECHNOLOGY, INC.",,,,not_found,0.0,27
RADFORD UNIVERSITY,,,,not_found,0.0,27
RAPID ANALYTICS INC,,,,not_found,0.0,27
"RECURRENT ENERGY DEVELOPMENT HOLDINGS, LLC",,,,not_found,0.0,27
NEPHOS TECHNOLOGIES,,,,not_found,0.0,27
"REITER AFFILIATED COMPANIES, LLC",,,,not_found,0.0,27
"RENESOLA POWER HOLDINGS, LLC",,,,not_found,0.0,27
"RENOTEK GROUP, LLC",,,,not_found,0.0,27
"REORG RESEARCH, INC.",,,,not_found,0.0,27
RESOURCE TECHNOLOGY CORPORATION,,,,not_found,0.0,27
RITCHIE BROS. AUCTIONEERS (AMERICA) INC.,,,,not_found,0.0,27
"NEW ERA TECHNOLOGY, LLC",,,,not_found,0.0,27
MIRACLE SOLUTIONS LLC.,,,,not_found,0.0,27
NEBOSYS INC,,,,not_found,0.0,27
LANDING AI (US) CORP.,,,,not_found,0.0,27
"MAHLE INDUSTRIES, INCORPORATED",,,,not_found,0.0,27
LXR INFOTECH INC,,,,not_found,0.0,27
"LUMINARY CLOUD, INC.",,,,not_found,0.0,27
LOVELACE BIOMEDICAL RESEARCH INSTITUTE,,,,not_found,0.0,27
LOOP BELL TECH INC,,,,not_found,0.0,27
LINCOLN UNIVERSITY,,,,not_found,0.0,27
"LIGHTHOUSE TECHNOLOGY SERVICES, INC.",,,,not_found,0.0,27
"LEND LEASE (US) CONSTRUCTION, INC.",,,,not_found,0.0,27
LEGEND SOLUTIONS LLC,,,,not_found,0.0,27
LEADING TORCH LLC,,,,not_found,0.0,27
LABORATORY CORPORATION OF AMERICA,,,,not_found,0.0,27
NAVISITE,,,,not_found,0.0,27
"L & L PRODUCTS, INC.",,,,not_found,0.0,27
"KSQUARE SOLUTIONS, INC.",XYZ,NYSE,"Block, Inc.",manual,100.0,27
"KODDI, INC.",,,,not_found,0.0,27
KODAK ALARIS INC.,,,,not_found,0.0,27
KNOVVA ACADEMY INC.,,,,not_found,0.0,27
"KENNAMETAL, INC.",,,,not_found,0.0,27
"KEMIN INDUSTRIES, INC.",,,,not_found,0.0,27
"KELLTON TECH, INC.",,,,not_found,0.0,27
KDEX GLOBAL LLC,,,,not_found,0.0,27
"JOHNSON & JOHNSON CONSUMER, INC.",,,,not_found,0.0,27
MALVI SYSTEMS LLC,,,,not_found,0.0,27
MANTICORE GAMES INC,,,,not_found,0.0,27
MARCH FIRST SYSTEMS LLC,,,,not_found,0.0,27
"MARK G. ANDERSON CONSULTANTS, INC.",,,,not_found,0.0,27
NATRONA COUNTY SCHOOL DISTRICT 1,,,,not_found,0.0,27
NATIONWIDE MUTUAL INSURANCE COMPANY,,,,not_found,0.0,27
NATIONAL CHARITABLE SERVICES LLC,,,,not_found,0.0,27
"NANDAN TECHNOLOGIES, LLC",,,,not_found,0.0,27
"MYERS-HOLUM, INC.",,,,not_found,0.0,27
MOZILLA CORPORATION,,,,not_found,0.0,27
MOUNTAIN PARK HEALTH CENTER,,,,not_found,0.0,27
MOUNT AIRY CITY SCHOOLS,,,,not_found,0.0,27
"MORGAN STANLEY BANK, N.A.",,,,not_found,0.0,27
S&A IT TRAINING CORPORATION,,,,not_found,0.0,27
"MINTEX TECH, INC.",,,,not_found,0.0,27
"MINISOFT TECHNOLOGIES, LLC",,,,not_found,0.0,27
MEMPHIS-SHELBY COUNTY SCHOOLS,,,,not_found,0.0,27
MEHARRY MEDICAL COLLEGE,,,,not_found,0.0,27
MEDHAZ CORP.,,,,not_found,0.0,27
"MCFARLAND CLINIC, P.C.",,,,not_found,0.0,27
MCCAIN FOODS USA INC.,,,,not_found,0.0,27
MASON-GREY CORPORATION,,,,not_found,0.0,27
MARY WASHINGTON HEALTHCARE,,,,not_found,0.0,27
"MARSH & MCLENNAN COMPANIES, INC.",,,,not_found,0.0,27
"MARS PETCARE US, INC.",,,,not_found,0.0,27
"RUDRA TECHNOLOGIES, INC.",,,,not_found,0.0,27
"SELSOFT, INC.",,,,not_found,0.0,27
"S-SQUARE SYSTEMS, INC.",XYZ,NYSE,"Block, Inc.",manual,100.0,27
THE RESEARCH FOUNDATION AT SUNY BINGHAMTON,,,,not_found,0.0,27
"UNIVERSAL IT PROFESSIONALS, LLC",,,,not_found,0.0,27
"UNITED IT, INC.",,,,not_found,0.0,27
UNITED CONSULTING GROUP LTD.,,,,not_found,0.0,27
UNIBYTE SYSTEMS LLC,,,,not_found,0.0,27
ULTIUM CELLS LLC,,,,not_found,0.0,27
"TRUMAN MEDICAL CENTERS, INC.",,,,not_found,0.0,27
TRIUMPH IT INC,,,,not_found,0.0,27
TRANE TECHNOLOGIES COMPANY  LLC,,,,not_found,0.0,27
"TIGER GLOBAL MANAGEMENT, LLC",,,,not_found,0.0,27
THE WRIGHT CENTER FOR GRADUATE MEDICAL EDUCATION,,,,not_found,0.0,27
"THE MEDICAL CENTER, INC.",,,,not_found,0.0,27
TECHIZEE INC,,,,not_found,0.0,27
THE FIELD MUSEUM OF NATURAL HISTORY,,,,not_found,0.0,27
THE FEDERAL RESERVE BANK OF ST. LOUIS,,,,not_found,0.0,27
THE CORPORATION OF MERCER UNIVERSITY,,,,not_found,0.0,27
TEQNODOTS IT SOLUTIONS INC,,,,not_found,0.0,27
TEQBOT LLC,,,,not_found,0.0,27
"TEORESI, INC.",,,,not_found,0.0,27
TEKPLANT INC,,,,not_found,0.0,27
TEK IQ IT SOLUTIONS INC,,,,not_found,0.0,27
TECKFORTUNE INC,,,,not_found,0.0,27
TECHSUN SOFT INC,,,,not_found,0.0,27
UNIVISION MANAGEMENT COMPANY,,,,not_found,0.0,27
UPMC WESTERN MARYLAND HEALTH SERVICES LLC,,,,not_found,0.0,27
"USANA HEALTH SCIENCES, INC.",,,,not_found,0.0,27
"VAISNAVI GROUP, LLC",,,,not_found,0.0,27
"ZIPWHIP, INC.",,,,not_found,0.0,27
"ZEALOGICS, LLC.",,,,not_found,0.0,27
"ZAZZLE, INC.",,,,not_found,0.0,27
"YUMA REGIONAL MEDICAL CENTER, AN ARIZONA NON-PROFI",,,,not_found,0.0,27
YOTTA SYSTEMS INC.,,,,not_found,0.0,27
"YINZCAM, INC.",,,,not_found,0.0,27
"WORLD EDUCATION SERVICES, INC.",,,,not_found,0.0,27
WISETECH GLOBAL (US) INC.,,,,not_found,0.0,27
WHEATON COLLEGE,,,,not_found,0.0,27
"WESTWAYS STAFFING SERVICES, INC.",,,,not_found,0.0,27
"WESTFALL TECHNIK, INC.",,,,not_found,0.0,27
WEST COAST CONSULTING LLC,,,,not_found,0.0,27
"WATCHGUARD TECHNOLOGIES, INC.",,,,not_found,0.0,27
VYSOFT SOLUTIONS INC.,,,,not_found,0.0,27
"VISTAGE WORLDWIDE, INC.",,,,not_found,0.0,27
"VINETI, INC.",,,,not_found,0.0,27
"VIMEO, INC.",,,,not_found,0.0,27
"VEROTECH SOLUTIONS,LLC",,,,not_found,0.0,27
"VECTOR FLOW, INC.",,,,not_found,0.0,27
VALIANT TEK GROUP INC,,,,not_found,0.0,27
VAJRAASYS LIMITED,,,,not_found,0.0,27
TECHPRO IT SOLUTIONS INC,,,,not_found,0.0,27
"TECHIE ASSOCIATES, LLC",,,,not_found,0.0,27
"SAINT-GOBAIN ABRASIVES, INC.",,,,not_found,0.0,27
"SENTRY INSURANCE, A MUTUAL COMPANY",,,,not_found,0.0,27
"SLICKDEALS, LLC",,,,not_found,0.0,27
SKILLSOFT SERVICES COMPANY LLC,,,,not_found,0.0,27
SIRI SOFTWARE SOLUTIONS LLC,,,,not_found,0.0,27
SIPTEK GROUP INC,,,,not_found,0.0,27
SINOVISION INCORPORATED,,,,not_found,0.0,27
"SIMMONS PREPARED FOODS, INC",,,,not_found,0.0,27
"SI ENGINEERING, P.C.",,,,not_found,0.0,27
"SESSIONM, INC.",,,,not_found,0.0,27
SERIGOR INC.,,,,not_found,0.0,27
"SEQUOIA CAPITAL OPERATIONS, LLC",,,,not_found,0.0,27
"SENSE TALENT LABS, INC.",,,,not_found,0.0,27
TECHIE ASSOCIATES LLC.,,,,not_found,0.0,27
"IVYTECH SOLUTIONS, INC",,,,not_found,0.0,27
"SELECTOR SOFTWARE, INC.",,,,not_found,0.0,27
SECUREWORKS INC.,,,,not_found,0.0,27
"SEAL CONSULTING, INC.",,,,not_found,0.0,27
"SCRYER, INC",,,,not_found,0.0,27
SCOR REINSURANCE COMPANY,,,,not_found,0.0,27
SCHULTE ROTH & ZABEL LLP,,,,not_found,0.0,27
SARDINEAI CORP,,,,not_found,0.0,27
SANTA BARBARA COTTAGE HOSPITAL,,,,not_found,0.0,27
SAKSOL TECHNOLOGIES INC,,,,not_found,0.0,27
"SNAP IT SOLUTIONS, INC.",,,,not_found,0.0,27
SNRC INC.,,,,not_found,0.0,27
SOFT CLOUD TECH INC,,,,not_found,0.0,27
SOUTHERN CALIFORNIA EDISON,,,,not_found,0.0,27
TECH TALENT CONNECT LLC,,,,not_found,0.0,27
TARUN TECHNOLOGIES INC,,,,not_found,0.0,27
"TANGIBLE PLAY, INC.",,,,not_found,0.0,27
"TALTEAM, INC.",,,,not_found,0.0,27
TALTEAM INC.,,,,not_found,0.0,27
TACITI CONSULTING LLC,,,,not_found,0.0,27
"SURE TECH SERVICES, INC",,,,not_found,0.0,27
"SUPERIOR VISION BENEFIT MANAGEMENT, INC.",,,,not_found,0.0,27
"STRUCTURE TONE, LLC",,,,not_found,0.0,27
"STRIKE TECHNOLOGIES, LLC",,,,not_found,0.0,27
STREAMLINE HEALTHCARE SOLUTIONS LLC,,,,not_found,0.0,27
STELLENT PROFESSIONALS LLC,,,,not_found,0.0,27
STATIC IQ CORP,,,,not_found,0.0,27
"STANDARD COGNITION, CORP.",,,,not_found,0.0,27
"ST. AGNES HEALTHCARE, INC.",,,,not_found,0.0,27
SRITEK INC,,,,not_found,0.0,27
"SRI TECHNOLOGIES, INC.",,,,not_found,0.0,27
"SPIRIT AEROSYSTEMS, INC.",,,,not_found,0.0,27
"SPIRE, INC.",,,,not_found,0.0,27
SPATE BUSINESS SOLUTIONS LLC,,,,not_found,0.0,27
SOUTHERN KERN UNIFIED SCHOOL DISTRICT,,,,not_found,0.0,27
"JOHN WILEY & SONS, INC.",,,,not_found,0.0,27
IHA HEALTH SERVICES CORPORATION,,,,not_found,0.0,27
"IT SHOULDERS, INC.",,,,not_found,0.0,27
AVIZVA LLC,,,,not_found,0.0,27
"BOYCE THOMPSON INSTITUTE FOR PLANT RESEARCH, INC.",,,,not_found,0.0,27
BOUNTEOUS INC.,,,,not_found,0.0,27
BOKU INC.,,,,not_found,0.0,27
BIG-D CORPORATION,,,,not_found,0.0,27
"BHANINFO, INC.",,,,not_found,0.0,27
"BEYONDSOFT CONSULTING, INC",,,,not_found,0.0,27
BCVS GROUP,,,,not_found,0.0,27
"BARNABAS HEALTH MEDICAL GROUP, PC",,,,not_found,0.0,27
BAPTIST HEALTH SOUTH FLORIDA INC.,,,,not_found,0.0,27
BANCO SANTANDER S.A. NEW YORK BRANCH,,,,not_found,0.0,27
AVIKSOFT LLC,,,,not_found,0.0,27
BROADRIDGE FINANCIAL SOLUTIONS INC.,,,,not_found,0.0,27
"AUTO TECHLABS, INC.",,,,not_found,0.0,27
AURORA ENERGY RESEARCH LLC,,,,not_found,0.0,27
AUGUSTANA COLLEGE,,,,not_found,0.0,27
"AU MEDICAL ASSOCIATES, INC.",,,,not_found,0.0,27
"ATMECS, INC.",,,,not_found,0.0,27
"ASSEMBLED, INC.",,,,not_found,0.0,27
"ARPU RESEARCH LABS, LLC",,,,not_found,0.0,27
ARKS IT INC,,,,not_found,0.0,27
ARCHON SOFTWARE LLC,,,,not_found,0.0,27
"ARCHER GREY, LLC",,,,not_found,0.0,27
BRIDGENEXT DIGITAL ENGINEERING INC.,,,,not_found,0.0,27
BRUNSWICK GROUP LLC,,,,not_found,0.0,27
AQUIL SYSTEMS INC,,,,not_found,0.0,27
"CCL LABEL, INC.",,,,not_found,0.0,27
"CLOUD WORLD, INC.",,,,not_found,0.0,27
"CLOUD TECHNOLOGIES, INC.",,,,not_found,0.0,27
"CLARI, INC",,,,not_found,0.0,27
CLAREMONT MCKENNA COLLEGE,,,,not_found,0.0,27
CITY NATIONAL BANK OF FLORIDA,,,,not_found,0.0,27
"CIFC ASSET MANAGEMENT, LLC",,,,not_found,0.0,27
"CIENET TECHNOLOGIES, INC.",,,,not_found,0.0,27
CH2M HILL INC.,,,,not_found,0.0,27
"CH2M HILL ENGINEERS, INC.",,,,not_found,0.0,27
"CENTERBRIDGE PARTNERS, L.P.",,,,not_found,0.0,27
"CAREMETX, LLC",,,,not_found,0.0,27
BRYANT UNIVERSITY,,,,not_found,0.0,27
CAPSTONE INVESTMENT ADVISORS LLC,,,,not_found,0.0,27
CAPSTONE HEALTH SERVICES FOUNDATION,,,,not_found,0.0,27
"CAPITAL IT SOLUTIONS, INC.",,,,not_found,0.0,27
"CAPE COD HOSPITAL, INC., SUBSIDIARY OF CAPE COD HEALTHCARE, INC.",,,,not_found,0.0,27
"CANOO TECHNOLOGIES, INC.",,,,not_found,0.0,27
"CAMPFIRE INTERACTIVE, INC.",,,,not_found,0.0,27
"CALM.COM, INC.",,,,not_found,0.0,27
"CALIFORNIA PACIFIC TECHNICAL SERVICES, LLC",,,,not_found,0.0,27
CALIBER CONSULTING INC,,,,not_found,0.0,27
"BUNZL DISTRIBUTION USA, LLC",,,,not_found,0.0,27
"ARCADIA SOLUTIONS, LLC",,,,not_found,0.0,27
AQUATIC GROUP LLC,,,,not_found,0.0,27
IT CORPZ INC,,,,not_found,0.0,27
"IONQ QUANTUM, INC.",QMCO,NASDAQ,Quantum Corporation,listing,100.0,27
TECH-LANCE SOLUTIONS INC,KMRK,NASDAQ,K-Tech Solutions Company Limite,listing,93.0,27
"TECH MAHINDRA (AMERICAS),INC.",nan,nan,nan,not_traded,0.0,27
"TAX TECHNOLOGIES, INC.",TATT,NASDAQ,TAT Technologies Ltd.,listing,93.0,27
SWAN TECH SOLUTIONS LLC,KMRK,NASDAQ,K-Tech Solutions Company Limite,listing,93.0,27
STATE UNIVERSITY OF NEW YORK AT BROCKPORT,nan,nan,nan,not_traded,0.0,27
"SEER, INC.",SEER,NASDAQ,"Seer, Inc.",listing,100.0,27
"PLAYSTUDIOS US, LLC",MYPS,NASDAQ,"PLAYSTUDIOS, Inc.",listing,100.0,27
PILGRIM'S PRIDE CORPORATION,PPC,NASDAQ,Pilgrim's Pride Corporation,listing,100.0,27
"J.B. HUNT TRANSPORT SERVICES, INC.",JBHT,NASDAQ,"J.B. Hunt Transport Services, I",listing,100.0,27
IRIS SOFTWARE INC.,nan,nan,nan,not_traded,0.0,27
"IONIS PHARMACEUTICALS, INC.",IONS,NASDAQ,"Ionis Pharmaceuticals, Inc.",listing,100.0,27
UNIVERSITY OF NORTH CAROLINA AT ASHEVILLE,nan,nan,nan,not_traded,0.0,27
IDEAYA BIOSCIENCES INC.,IDYA,NASDAQ,"IDEAYA Biosciences, Inc.",listing,100.0,27
GALAXY INTERNATIONAL GROUP LLC,PSIG,NASDAQ,PS International Group Ltd.,listing,92.0,27
EBAY PAYMENTS LLC,EBAY,NASDAQ,eBay Inc.,listing,100.0,27
DAVE OPERATING LLC,DAVE,NASDAQ,Dave Inc.,listing,100.0,27
CITIGROUP ENERGY INC.,C,NYSE,"Citigroup, Inc.",manual,100.0,27
"CALIFORNIA STATE UNIVERSITY, MONTEREY BAY",nan,nan,nan,not_traded,0.0,27
"BALTIMORE GAS & ELECTRIC CO, AN EXELON COMPANY",EXC,NASDAQ,Exelon Corporation,listing,100.0,27
"BACKBLAZE, INC.",BLZE,NASDAQ,"Backblaze, Inc.",listing,100.0,27
AXTRIA INC.,nan,nan,nan,not_traded,0.0,27
"ALTISOURCE SOLUTIONS, INC.",ASPS,NASDAQ,Altisource Portfolio Solutions,listing,100.0,27
UNIVERSITY OF NORTH ALABAMA,nan,nan,nan,not_traded,0.0,27
VANDA PHARMACEUTICALS INC.,VNDA,NASDAQ,Vanda Pharmaceuticals Inc.,listing,100.0,27
"APSTRA, INC.",,,,not_found,0.0,27
AGILE SQUAD INC,,,,not_found,0.0,27
"APOGEE MEDICAL GROUP, WAUKESHA, SC",,,,not_found,0.0,27
"AON BENFIELD, INC.",,,,not_found,0.0,27
"ANSCO & ASSOCIATES, LLC",,,,not_found,0.0,27
AMERICAN INFO INC,,,,not_found,0.0,27
AMERICAN CYBERSYSTEMS INC,,,,not_found,0.0,27
"AMADEUS HOSPITALITY AMERICAS, INC.",,,,not_found,0.0,27
ALPHA SOFTWARE TECHNOLOGIES LLC,,,,not_found,0.0,27
AKSTON BIOSCIENCES CORPORATION,,,,not_found,0.0,27
"AGRATA SOLUTIONS,LLC.",,,,not_found,0.0,27
"AGILEITSERVICE, LLC.",,,,not_found,0.0,27
AG US GROUP SERVICES INC.,,,,not_found,0.0,27
"VELO3D, INC.",VELO,NASDAQ,"Velo3D, Inc.",listing,100.0,27
AFFINITY SOLUTIONS,,,,not_found,0.0,27
ADVANCED CLINICAL LLC,,,,not_found,0.0,27
ADMERASIA INC.,,,,not_found,0.0,27
ACTIVE CYBER LLC,,,,not_found,0.0,27
ABM INDUSTRIES INCORPORATED,,,,not_found,0.0,27
"ABACUS INSIGHTS, INC.",,,,not_found,0.0,27
"AARETE, INC.",,,,not_found,0.0,27
"A-1 CONSULTING, INC.",,,,not_found,0.0,27
"3DI, INC.",,,,not_found,0.0,27
314E CORPORATION,,,,not_found,0.0,27
CMA CGM AMERICA LLC,,,,not_found,0.0,27
"CODE TECH, INC",,,,not_found,0.0,27
"CODER LOGICS, INC",,,,not_found,0.0,27
"GALATEA ASSOCIATES, LLC",,,,not_found,0.0,27
"GREIF PACKAGING, LLC",,,,not_found,0.0,27
GRATITURE SOLUTIONS LLC,,,,not_found,0.0,27
GRANITE CONSTRUCTION COMPANY,,,,not_found,0.0,27
GLOBAL TECHNICAL SOFTWARE SERVICES INC.,,,,not_found,0.0,27
"GLENMARK PHARMACEUTICALS, INC. USA",,,,not_found,0.0,27
GIC REAL ESTATE INC.,,,,not_found,0.0,27
GEORGIA IT INC.,,,,not_found,0.0,27
GENEX SYSTEMS LLC,,,,not_found,0.0,27
"GENESYS CLOUD SERVICES, INC",,,,not_found,0.0,27
"GARUDA LABS, INC",,,,not_found,0.0,27
"FULLBEAUTY BRANDS MANAGEMENT SERVICES, LLC",,,,not_found,0.0,27
"HEARSAY SOCIAL, INC.",,,,not_found,0.0,27
"FREUDENBERG MEDICAL, LLC",,,,not_found,0.0,27
"FRESH CONSULTING, INC.",,,,not_found,0.0,27
FRANKLIN INFOTECH INC,,,,not_found,0.0,27
FRAMESTORE INC.,,,,not_found,0.0,27
"FOUR COLORS TECHNOLOGY, LLC",,,,not_found,0.0,27
FOTILE AMERICA LLC,,,,not_found,0.0,27
"FORMOSA PLASTICS CORPORATION, TEXAS",,,,not_found,0.0,27
FLUZ FLUZ LLC,,,,not_found,0.0,27
"FLEETPRIDE, INC.",,,,not_found,0.0,27
FIRMENICH INCORPORATED,,,,not_found,0.0,27
GREY ORANGE INCORPORATED,,,,not_found,0.0,27
"HEXEL WORKS, INC.",,,,not_found,0.0,27
"COLORTOKENS, INC.",,,,not_found,0.0,27
"IDWTEAM, LLC",,,,not_found,0.0,27
IPS ASSEMBLY CORPORATION,,,,not_found,0.0,27
"INTREPID CONTROL SYSTEMS, INC.",,,,not_found,0.0,27
INTERNATIONAL LEADERSHIP OF TEXAS,,,,not_found,0.0,27
INTELLICO LLC,,,,not_found,0.0,27
INTEGRATED DNA TECHNOLOGIES,,,,not_found,0.0,27
"INCOM TECHNOLOGIES, INC.",,,,not_found,0.0,27
INCIPIENT CORPORATION,,,,not_found,0.0,27
INCESSANT TECHNOLOGIES NA INC,,,,not_found,0.0,27
"IMVU, INC.",,,,not_found,0.0,27
"ZEDVENTURES, INC.",,,,not_found,0.0,27
IDD USA LLC,,,,not_found,0.0,27
HOME PARTNERS OF AMERICA,,,,not_found,0.0,27
IDAHO HEALTHCARE INSTITUTE,,,,not_found,0.0,27
"ICAPITAL NETWORK, INC.",,,,not_found,0.0,27
"I TECH ENTERPRISES, INCORPORATION",,,,not_found,0.0,27
"HUNGERRUSH, LLC",,,,not_found,0.0,27
"HTN WIRELESS, INC.",,,,not_found,0.0,27
HTMS INC,,,,not_found,0.0,27
HOVIONE LLC,,,,not_found,0.0,27
"HOVERSTATE 2.0, INC.",,,,not_found,0.0,27
HOULIHAN LOKEY INC.,,,,not_found,0.0,27
"HOMECARE SOFTWARE SOLUTIONS, LLC",,,,not_found,0.0,27
"FIREWORKS.AI, INC.",,,,not_found,0.0,27
FIREEYE SECURITY HOLDINGS US LLC,,,,not_found,0.0,27
FIORI TECHNOLOGY SOLUTIONS INC,,,,not_found,0.0,27
CYBERMASS SOLUTIONS INC,,,,not_found,0.0,27
"DSFEDERAL, INC.",,,,not_found,0.0,27
"DOOSAN FUEL CELL AMERICA, INC.",,,,not_found,0.0,27
"DNV ENERGY SERVICES USA, INC.",,,,not_found,0.0,27
"DINE BRANDS GLOBAL, INC.",,,,not_found,0.0,27
"DIGICERT, INC.",,,,not_found,0.0,27
DEPARTMENT OF STATE HOSPITALS - COALINGA,,,,not_found,0.0,27
DENTAL DREAMS PLLC,,,,not_found,0.0,27
DAYTON OSTEOPATHIC HOSPITAL,,,,not_found,0.0,27
D.A. DAVIDSON & CO.,,,,not_found,0.0,27
CYBERSYNC INC.,,,,not_found,0.0,27
CSI INTERFUSION INC,,,,not_found,0.0,27
"FINIX PAYMENTS, INC.",,,,not_found,0.0,27
CROWE LLP,,,,not_found,0.0,27
CRAWFORD HOSPITAL DISTRICT,,,,not_found,0.0,27
"CRAFTNER, INC.",,,,not_found,0.0,27
"COUNTRY VIEW FAMILY FARMS, LLC",,,,not_found,0.0,27
"COOKFOX ARCHITECTS, DPC",,,,not_found,0.0,27
CONTROL SYSTEMS INTEGRATORS INC,,,,not_found,0.0,27
"CONTROL RISKS GROUP, LLC",,,,not_found,0.0,27
"CONTINENTAL EXCHANGE SOLUTIONS, INC., D.B.A. RIA F",,,,not_found,0.0,27
CONNECTEURSTEK LLC,,,,not_found,0.0,27
CONFINET SOLUTION INC,,,,not_found,0.0,27
DST PHARMACY SOLUTIONS INC.,,,,not_found,0.0,27
